"workerid","rt","trial_type","evidenceStatement","freqLevel","characterName","habitual","n","instance","time_period","response","frequency","logFreq"
36,2383,"truthJudge","smoked",50,"Kathleen","smokes",7,"times","week","agree-key",364,5.89715386763674
36,1651,"truthJudge","wrote",50,"Anthony","writes novels",10,"novels","10 years","agree-key",1,0
36,4335,"truthJudge","vacationed in Switzerland",50,"Greg","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
37,6794,"truthJudge","wrote",75,"Kathleen","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
37,4168,"truthJudge","ate granola for breakfast",25,"Kim","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
37,2340,"truthJudge","drove to work",50,"Michael","drives to work",4,"times","week","agree-key",208,5.33753807970132
37,2105,"truthJudge","wrote",25,"Greg","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
37,2888,"truthJudge","biked to work",25,"Gabriel","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
37,2958,"truthJudge","smoked",50,"Maya","smokes",7,"times","week","agree-key",364,5.89715386763674
37,2247,"truthJudge","smoked",25,"Cameron","smokes",1,"time","week","disagree-key",52,3.95124371858143
37,2811,"truthJudge","hiked",50,"Eric","hikes",4,"times","year","agree-key",4,1.38629436111989
37,3021,"truthJudge","played computer games",50,"Daniel","plays computer games",4,"times","week","agree-key",208,5.33753807970132
37,5367,"truthJudge","played computer games",25,"Stephanie","plays computer games",2,"times","week","agree-key",104,4.64439089914137
37,3917,"truthJudge","wrote",75,"Alexander","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
37,4224,"truthJudge","vacationed in Switzerland",25,"Veronica","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
37,4051,"truthJudge","ran",50,"William","runs",25,"times","year","agree-key",25,3.2188758248682
37,1619,"truthJudge","ran",75,"Jennifer","runs",120,"times","year","agree-key",120,4.78749174278205
37,1949,"truthJudge","hiked",75,"David","hikes",12,"times","year","agree-key",12,2.484906649788
37,2981,"truthJudge","biked to work",50,"Anthony","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
37,2789,"truthJudge","smoked",75,"Laura","smokes",70,"times","week","agree-key",3640,8.19973896063079
37,1956,"truthJudge","hiked",25,"Angela","hikes",1,"time","year","disagree-key",1,0
37,3714,"truthJudge","stole",75,"Lee","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
37,2356,"truthJudge","ate granola for breakfast",50,"Tom","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
37,1732,"truthJudge","drove to work",75,"Gabriel","drives to work",5,"times","week","agree-key",260,5.56068163101553
37,2423,"truthJudge","wrote",50,"Monica","writes novels",10,"novels","10 years","agree-key",1,0
37,6961,"truthJudge","drank",75,"Sophia","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
37,3733,"truthJudge","ran",25,"David","runs",3,"times","year","disagree-key",3,1.09861228866811
37,3584,"truthJudge","played computer games",75,"William","plays computer games",7,"times","week","agree-key",364,5.89715386763674
37,1531,"truthJudge","stole",50,"Anthony","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
37,3044,"truthJudge","wrote",25,"Alicia","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
37,2675,"truthJudge","drank",25,"Alexander","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
37,2110,"truthJudge","vacationed in Switzerland",75,"John","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
37,7965,"truthJudge","ate granola for breakfast",75,"Julia","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
37,1237,"truthJudge","drank",50,"Stephen","drinks beer",5,"beers","month","disagree-key",60,4.0943445622221
37,1866,"truthJudge","biked to work",75,"Melinda","bikes to work",24,"times","month","agree-key",288,5.66296048013595
37,2102,"truthJudge","stole",25,"Daniel","steals cars",1,"car","10 years","agree-key",0.1,-2.30258509299405
37,4322,"truthJudge","wrote",50,"Michelle","writes poems",5,"poems","5 years","disagree-key",1,0
37,2574,"truthJudge","vacationed in Switzerland",50,"Claire","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
37,3008,"truthJudge","drove to work",25,"Lucas","drives to work",3,"times","week","agree-key",156,5.04985600724954
38,7713,"truthJudge","played computer games",25,"Kim","plays computer games",2,"times","week","agree-key",104,4.64439089914137
38,9115,"truthJudge","biked to work",50,"Kathleen","bikes to work",6,"times","month","agree-key",72,4.27666611901606
38,4004,"truthJudge","wrote",50,"Maya","writes poems",5,"poems","5 years","agree-key",1,0
38,7104,"truthJudge","hiked",25,"Claire","hikes",1,"time","year","disagree-key",1,0
38,4481,"truthJudge","smoked",25,"Jennifer","smokes",1,"time","week","agree-key",52,3.95124371858143
38,5951,"truthJudge","vacationed in Switzerland",50,"Stephanie","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
38,8608,"truthJudge","ran",50,"Laura","runs",25,"times","year","agree-key",25,3.2188758248682
38,3936,"truthJudge","wrote",75,"William","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
38,5249,"truthJudge","drove to work",25,"Melinda","drives to work",3,"times","week","agree-key",156,5.04985600724954
38,3713,"truthJudge","ate granola for breakfast",25,"Daniel","eats granola for breakfast",2,"times","month","agree-key",24,3.17805383034795
38,2833,"truthJudge","played computer games",50,"Alicia","plays computer games",4,"times","week","agree-key",208,5.33753807970132
38,3280,"truthJudge","biked to work",25,"David","bikes to work",2,"times","month","agree-key",24,3.17805383034795
38,4256,"truthJudge","stole",75,"Sophia","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
38,4549,"truthJudge","drank",25,"Greg","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
38,4000,"truthJudge","stole",50,"Lee","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
38,3141,"truthJudge","smoked",75,"Angela","smokes",70,"times","week","agree-key",3640,8.19973896063079
38,4033,"truthJudge","wrote",25,"Daniel","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
38,5251,"truthJudge","vacationed in Switzerland",75,"Veronica","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
38,2506,"truthJudge","hiked",75,"David","hikes",12,"times","year","agree-key",12,2.484906649788
38,3357,"truthJudge","ate granola for breakfast",75,"Cameron","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
38,5152,"truthJudge","ate granola for breakfast",50,"Michael","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
38,2304,"truthJudge","ran",75,"Julia","runs",120,"times","year","agree-key",120,4.78749174278205
38,4257,"truthJudge","wrote",75,"Alexander","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
38,2677,"truthJudge","drove to work",75,"Stephen","drives to work",5,"times","week","agree-key",260,5.56068163101553
38,2440,"truthJudge","biked to work",75,"Monica","bikes to work",24,"times","month","agree-key",288,5.66296048013595
38,2396,"truthJudge","vacationed in Switzerland",25,"John","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
38,3643,"truthJudge","played computer games",75,"William","plays computer games",7,"times","week","agree-key",364,5.89715386763674
38,2663,"truthJudge","wrote",25,"Michelle","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
38,5936,"truthJudge","hiked",50,"Gabriel","hikes",4,"times","year","disagree-key",4,1.38629436111989
38,2992,"truthJudge","drank",50,"Eric","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
38,2940,"truthJudge","stole",25,"Lucas","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
38,3612,"truthJudge","ran",25,"Anthony","runs",3,"times","year","disagree-key",3,1.09861228866811
38,3291,"truthJudge","smoked",50,"Alexander","smokes",7,"times","week","agree-key",364,5.89715386763674
38,3949,"truthJudge","wrote",50,"Tom","writes novels",10,"novels","10 years","agree-key",1,0
38,2858,"truthJudge","drank",75,"Anthony","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
38,4119,"truthJudge","drove to work",50,"Gabriel","drives to work",4,"times","week","agree-key",208,5.33753807970132
39,5578,"truthJudge","ran",75,"Anthony","runs",120,"times","year","agree-key",120,4.78749174278205
39,6248,"truthJudge","played computer games",25,"Tom","plays computer games",2,"times","week","agree-key",104,4.64439089914137
39,6087,"truthJudge","ate granola for breakfast",75,"Sophia","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
39,6212,"truthJudge","wrote",75,"John","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
39,3901,"truthJudge","smoked",25,"Stephanie","smokes",1,"time","week","disagree-key",52,3.95124371858143
39,4543,"truthJudge","drank",50,"Michael","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
39,2869,"truthJudge","vacationed in Switzerland",75,"Veronica","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
39,2676,"truthJudge","hiked",50,"Eric","hikes",4,"times","year","agree-key",4,1.38629436111989
39,1511,"truthJudge","wrote",50,"Maya","writes novels",10,"novels","10 years","agree-key",1,0
39,5085,"truthJudge","ran",25,"Monica","runs",3,"times","year","agree-key",3,1.09861228866811
39,2027,"truthJudge","stole",25,"William","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
39,1603,"truthJudge","hiked",75,"David","hikes",12,"times","year","agree-key",12,2.484906649788
39,1231,"truthJudge","drank",25,"Alicia","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
39,1663,"truthJudge","wrote",25,"Laura","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
39,1588,"truthJudge","stole",75,"William","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
39,5528,"truthJudge","drove to work",50,"Anthony","drives to work",4,"times","week","agree-key",208,5.33753807970132
39,3814,"truthJudge","wrote",25,"Kathleen","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
39,2978,"truthJudge","smoked",75,"Alexander","smokes",70,"times","week","agree-key",3640,8.19973896063079
39,3049,"truthJudge","played computer games",75,"Julia","plays computer games",7,"times","week","agree-key",364,5.89715386763674
39,1659,"truthJudge","hiked",25,"Alexander","hikes",1,"time","year","disagree-key",1,0
39,6045,"truthJudge","ran",50,"Cameron","runs",25,"times","year","agree-key",25,3.2188758248682
39,2380,"truthJudge","biked to work",75,"Stephen","bikes to work",24,"times","month","agree-key",288,5.66296048013595
39,4252,"truthJudge","played computer games",50,"Daniel","plays computer games",4,"times","week","disagree-key",208,5.33753807970132
39,3742,"truthJudge","ate granola for breakfast",50,"Claire","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
39,2526,"truthJudge","wrote",75,"Kim","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
39,3066,"truthJudge","biked to work",25,"Lucas","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
39,3603,"truthJudge","drove to work",25,"Lee","drives to work",3,"times","week","agree-key",156,5.04985600724954
39,2982,"truthJudge","vacationed in Switzerland",50,"Michelle","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
39,6505,"truthJudge","stole",50,"Daniel","steals cars",2,"cars","10 years","disagree-key",0.2,-1.6094379124341
39,3763,"truthJudge","ate granola for breakfast",25,"Gabriel","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
39,3634,"truthJudge","biked to work",50,"Melinda","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
39,3164,"truthJudge","wrote",50,"Angela","writes poems",5,"poems","5 years","disagree-key",1,0
39,3994,"truthJudge","vacationed in Switzerland",25,"Greg","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
39,2786,"truthJudge","drove to work",75,"Gabriel","drives to work",5,"times","week","agree-key",260,5.56068163101553
39,4298,"truthJudge","drank",75,"Jennifer","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
39,2471,"truthJudge","smoked",50,"David","smokes",7,"times","week","agree-key",364,5.89715386763674
40,8161,"truthJudge","played computer games",25,"Alexander","plays computer games",2,"times","week","agree-key",104,4.64439089914137
40,4922,"truthJudge","ate granola for breakfast",50,"Daniel","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
40,2716,"truthJudge","played computer games",50,"Michael","plays computer games",4,"times","week","agree-key",208,5.33753807970132
40,2130,"truthJudge","ran",75,"Tom","runs",120,"times","year","agree-key",120,4.78749174278205
40,6314,"truthJudge","biked to work",25,"Anthony","bikes to work",2,"times","month","agree-key",24,3.17805383034795
40,2537,"truthJudge","wrote",25,"Maya","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
40,3301,"truthJudge","ate granola for breakfast",75,"Stephanie","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
40,7251,"truthJudge","biked to work",50,"Kathleen","bikes to work",6,"times","month","agree-key",72,4.27666611901606
40,3924,"truthJudge","vacationed in Switzerland",50,"David","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
40,7695,"truthJudge","hiked",25,"John","hikes",1,"time","year","agree-key",1,0
40,2387,"truthJudge","drove to work",50,"Angela","drives to work",4,"times","week","agree-key",208,5.33753807970132
40,2822,"truthJudge","drank",25,"Greg","drinks beer",1,"beer","month","agree-key",12,2.484906649788
40,1722,"truthJudge","ran",25,"Michelle","runs",3,"times","year","agree-key",3,1.09861228866811
40,1492,"truthJudge","vacationed in Switzerland",75,"Alicia","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
40,2401,"truthJudge","wrote",75,"Gabriel","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
40,1338,"truthJudge","wrote",25,"Daniel","writes poems",1,"poem","5 years","agree-key",0.2,-1.6094379124341
40,5084,"truthJudge","drank",75,"Sophia","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
40,1458,"truthJudge","smoked",75,"Gabriel","smokes",70,"times","week","agree-key",3640,8.19973896063079
40,1367,"truthJudge","smoked",25,"Cameron","smokes",1,"time","week","agree-key",52,3.95124371858143
40,3387,"truthJudge","vacationed in Switzerland",25,"Laura","vacations in Switzerland",1,"time","10 years","agree-key",0.1,-2.30258509299405
40,3115,"truthJudge","ran",50,"Alexander","runs",25,"times","year","agree-key",25,3.2188758248682
40,2077,"truthJudge","stole",75,"Veronica","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
40,5052,"truthJudge","stole",50,"Melinda","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
40,33911,"truthJudge","wrote",50,"Claire","writes novels",10,"novels","10 years","agree-key",1,0
